,Segment,nTotal,nUrban,nSuburb,dTotal,sumTotal,ratioTotal,dUrban,sumUrban,ratioUrban,dSuburb,sumSuburb,ratioSuburb,Year
231,544,81915,28643,53272,173,88639,0.9241417434763479,43,30179,0.9491036813678385,130,58460,0.9112555593568252,2023
232,543,82062,28673,53389,147,88639,0.9258001556876769,30,30179,0.950097750091123,117,58460,0.9132569278138898,2023
233,542,82224,28718,53506,162,88639,0.927627793634856,45,30179,0.9515888531760496,117,58460,0.9152582962709545,2023
234,541,82381,28755,53626,157,88639,0.9293990230034184,37,30179,0.9528148712681004,120,58460,0.9173109818679439,2023
235,540,82534,28797,53737,153,88639,0.9311251255090874,42,30179,0.9542065674806985,111,58460,0.9192097160451591,2023
236,539,82697,28840,53857,163,88639,0.9329640451719897,43,30179,0.9556313993174061,120,58460,0.9212624016421485,2023
237,538,82897,28883,54014,200,88639,0.9352203883166552,43,30179,0.9570562311541138,157,58460,0.923947998631543,2023
238,537,83064,28929,54135,167,88639,0.9371044348424509,46,30179,0.9585804698631498,121,58460,0.9260177899418406,2023
239,536,83223,28968,54255,159,88639,0.9388982276424599,39,30179,0.9598727592034196,120,58460,0.9280704755388299,2023
240,535,83396,29009,54387,173,88639,0.9408499644625955,41,30179,0.9612313197919082,132,58460,0.9303284296955183,2023
241,534,83554,29043,54511,158,88639,0.9426324755468811,34,30179,0.9623579310116306,124,58460,0.9324495381457407,2023
242,533,83732,29082,54650,178,88639,0.9446406209456334,39,30179,0.9636502203519003,139,58460,0.9348272322955867,2023
243,532,83882,29121,54761,150,88639,0.9463328783041325,39,30179,0.9649425096921701,111,58460,0.9367259664728019,2023
244,531,84033,29159,54874,151,88639,0.9480364173783549,38,30179,0.9662016634083302,113,58460,0.9386589120766335,2023
245,530,84198,29202,54996,165,88639,0.9498979004727038,43,30179,0.967626495245038,122,58460,0.9407458091002395,2023
246,529,84348,29235,55113,150,88639,0.9515901578312029,33,30179,0.9687199708406508,117,58460,0.9427471775573042,2023
247,528,84506,29270,55236,158,88639,0.9533726689154887,35,30179,0.9698797176844826,123,58460,0.9448511802942182,2023
248,527,84634,29298,55336,128,88639,0.9548167285280745,28,30179,0.970807515159548,100,58460,0.9465617516250427,2023
249,526,84799,29337,55462,165,88639,0.9566782116224235,39,30179,0.9720998044998177,126,58460,0.9487170715018817,2023
250,525,84945,29369,55576,146,88639,0.9583253421180293,32,30179,0.9731601444713212,114,58460,0.9506671228190215,2023
251,524,85086,29400,55686,141,88639,0.9599160640350184,31,30179,0.974187348818715,110,58460,0.9525487512829285,2023
252,523,85229,29426,55803,143,88639,0.9615293493834542,26,30179,0.9750488750455615,117,58460,0.9545501197399932,2023
253,522,85388,29459,55929,159,88639,0.9633231421834633,33,30179,0.9761423506411743,126,58460,0.9567054396168321,2023
254,521,85564,29499,56065,176,88639,0.9653087241507688,40,30179,0.9774677756055535,136,58460,0.9590318166267533,2023
255,520,85727,29531,56196,163,88639,0.9671476438136711,32,30179,0.9785281155770569,131,58460,0.9612726650701334,2023
256,519,85873,29566,56307,146,88639,0.968794774309277,35,30179,0.9796878624208887,111,58460,0.9631713992473486,2023
257,518,86008,29590,56418,135,88639,0.9703178059319262,24,30179,0.9804831173995162,111,58460,0.9650701334245638,2023
258,517,86159,29621,56538,151,88639,0.9720213450061486,31,30179,0.9815103217469101,120,58460,0.9671228190215532,2023
259,516,86317,29658,56659,158,88639,0.9738038560904342,37,30179,0.9827363398389609,121,58460,0.9691926103318509,2023
260,515,86458,29693,56765,141,88639,0.9753945780074234,35,30179,0.9838960866827927,106,58460,0.9710058159425248,2023
261,514,86595,29719,56876,137,88639,0.9769401730615191,26,30179,0.9847576129096391,111,58460,0.97290455011974,2023
262,513,86728,29754,56974,133,88639,0.9784406412527217,35,30179,0.985917359753471,98,58460,0.974580910023948,2023
263,512,86869,29790,57079,141,88639,0.9800313631697108,36,30179,0.9871102422214122,105,58460,0.9763770099213137,2023
264,511,87006,29827,57179,137,88639,0.9815769582238066,37,30179,0.988336260313463,100,58460,0.9780875812521382,2023
265,510,87160,29864,57296,154,88639,0.9833143424451991,37,30179,0.9895622784055138,117,58460,0.9800889497092029,2023
266,509,87282,29898,57384,122,88639,0.984690711763445,34,30179,0.990688889625236,88,58460,0.9815942524803284,2023
267,508,87435,29933,57502,153,88639,0.9864168142691141,35,30179,0.9918486364690678,118,58460,0.9836127266507013,2023
268,507,87595,29956,57639,160,88639,0.9882218887848464,23,30179,0.9926107558235859,137,58460,0.9859562093739309,2023
269,506,87753,29989,57764,158,88639,0.9900043998691321,33,30179,0.9937042314191988,125,58460,0.9880944235374615,2023
270,505,87886,30027,57859,133,88639,0.9915048680603347,38,30179,0.994963385135359,95,58460,0.9897194663017448,2023
271,504,88045,30064,57981,159,88639,0.9932986608603437,37,30179,0.9961894032274098,122,58460,0.9918063633253507,2023
272,503,88184,30086,58098,139,88639,0.9948668193458862,22,30179,0.9969183869578183,117,58460,0.9938077317824153,2023
273,502,88343,30112,58231,159,88639,0.9966606121458952,26,30179,0.9977799131846649,133,58460,0.9960827916524119,2023
274,501,88507,30147,58360,164,88639,0.9985108135245208,35,30179,0.9989396600284967,129,58460,0.9982894286691755,2023
275,500,88639,30179,58460,132,88639,1.0,32,30179,1.0,100,58460,1.0,2023
